"SPEAKER","SENTENCE","DATAID","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"점원","누가 입으실 거죠?","장미연_의류_28","B","의복의류점","의류","0","8","사이즈적합여부문의","착용대상문의","Q","","","누가 입으실 거죠?","","","","","",""
"고객","시어머니요. 명절 선물 사드리게요","장미연_의류_28","B","의복의류점","의류","1","9","사이즈적합여부문의","착용대상문의","A","","","","시어머니요. 명절 선물 사드리게요","","시어머니,명절,선물","","시어머니/호칭",""
"점원","시어머니, 연세가 어떻게 되세요?","장미연_의류_28","B","의복의류점","의류","0","10","사이즈적합여부문의","착용대상문의","Q","","","시어머니, 연세가 어떻게 되세요?","","","시어머니,연세","","시어머니/호칭",""
"고객","시어머니 86세세요","장미연_의류_28","B","의복의류점","의류","1","11","사이즈적합여부문의","착용대상문의","A","","","","시어머니 86세세요","","시어머니,86세,옆,제품","","시어머니/호칭,86세/나이",""
"점원","그 옆에 제품 좋아요","장미연_의류_28","B","의복의류점","의류","0","12","사이즈적합여부문의","","A","7","","","","그 옆에 제품 좋아요","옆,제품","","옆/위치",""
"고객","요 밤색옷은 얼마예요?","장미연_의류_28","B","의복의류점","의류","1","13","가격문의","","Q","","요 밤색옷은 얼마예요?","","","","밤색,옷","","밤색/색",""
"점원","그 옷 15만원인데, 세일해서 13만원이에요","장미연_의류_28","B","의복의류점","의류","0","14","가격문의","","A","","","","","그 옷 15만원인데, 세일해서 13만원이에요","옷,15만원,세일,13만원","","15만원/가격,13만원/가격",""
"고객","검은색 옷은 얼마예요?","장미연_의류_28","B","의복의류점","의류","1","15","가격문의","","Q","","검은색 옷은 얼마예요?","","","","검은색,옷","","검은색/색",""
"점원","그 옷 23만원인데, 세일해서 18만원이에요","장미연_의류_28","B","의복의류점","의류","0","16","가격문의","","A","","","","","그 옷 23만원인데, 세일해서 18만원이에요","옷,23만원,세일,18만원","","23만원/가격,18만원/가격",""
"고객","시어머니께 이 조끼 사이즈가 맞을까요?","장미연_의류_28","B","의복의류점","의류","1","17","사이즈적합여부문의","","Q","","시어머니께 이 조끼 사이즈가 맞을까요?","","","","시어머니,조끼,사이즈","","시어머니/호칭,조끼/의류,사이즈/사이즈",""
"점원","네","장미연_의류_28","B","의복의류점","의류","0","18","사이즈적합여부문의","","A","","","","","네","","","",""
"고객","이 회색조끼는 얼마예요?","장미연_의류_28","B","의복의류점","의류","1","19","가격문의","","Q","","이 회색조끼는 얼마예요?","","","","회색,조끼","","회색/색,조끼/의류",""
"점원","그 옷은 육만 팔천 원이에요","장미연_의류_28","B","의복의류점","의류","0","20","가격문의","","A","","","","","그 옷은 육만 팔천 원이에요","옷,육만 팔천 원","","육만 팔천 원/가격",""
"고객","이 옷 충전재가 오리털인가요?","장미연_의류_28","B","의복의류점","의류","1","21","옷감문의","","Q","","이 옷 충전재가 오리털인가요?","","","","옷,충전재,오리털","","오리털/소재",""
"점원","오리털은 그 옷 옆에 있는 옷이에요","장미연_의류_28","B","의복의류점","의류","0","22","옷감문의","","A","","","","","오리털은 그 옷 옆에 있는 옷이에요","오리털,옷,옆,옷","","오리털/소재,옆/위치",""
"고객","이 옷 검은색인가요?","장미연_의류_28","B","의복의류점","의류","1","23","색상에대한문의","","Q","","이 옷 검은색인가요?","","","","옷,검은색","","검은색/색",""
"점원","네","장미연_의류_28","B","의복의류점","의류","0","24","색상에대한문의","","A","","","","","네","","","",""
"고객","이 옷 가볍게 보이네요. 얼마예요?","장미연_의류_28","B","의복의류점","의류","1","25","가격문의","","Q","","이 옷 가볍게 보이네요. 얼마예요?","","","","옷","","",""
"점원","이 옷, 현금가로 십오만원이에요","장미연_의류_28","B","의복의류점","의류","0","26","가격문의","","A","","","","","이 옷, 현금가로 십오만원이에요","옷,현금가,십오만원","","십오만원/가격",""
"고객","돌 된 여자앤데 뭐 선물할 게 있나요?","장미연_의류_29","B","의복의류점","의류","1","1","선물할대상에따른제품문의","","Q","","돌 된 여자앤데 뭐 선물할 게 있나요?","","","","돌,여자애,선물","여자애/아이","아이/연령대",""
"점원","아이가 돌 다 됐나요?","장미연_의류_29","B","의복의류점","의류","0","2","선물할대상에따른제품문의","고객연령문의","Q","","","아이가 돌 다 됐나요?","","","아이,돌","","아이/연령대",""
"고객","돌 조금 지나서 14개월짜리 아이에요","장미연_의류_29","B","의복의류점","의류","1","3","선물할대상에따른제품문의","고객연령문의","A","","","","돌 조금 지나서 14개월짜리 아이에요","","돌,14개월,아이","","14개월/기간,아이/연령대",""
"점원","요런 옷 이뻐요","장미연_의류_29","B","의복의류점","의류","0","4","선물할대상에따른제품문의","","A","1","","","","요런 옷 이뻐요","옷","","",""
"고객","한 벌로 된 옷은 없나요?","장미연_의류_29","B","의복의류점","의류","1","5","원하는제품재고여부확인","","Q","","한 벌로 된 옷은 없나요?","","","","한 벌,옷","","한 벌/수량",""
"점원","한 벌로 된 옷은 체육복밖에 없어요","장미연_의류_29","B","의복의류점","의류","0","6","원하는제품재고여부확인","","A","","","","","한 벌로 된 옷은 체육복밖에 없어요","한 벌,옷,체육복","","한 벌/수량,체육복/의류",""
"고객","이렇게 한벌이에요?","장미연_의류_29","B","의복의류점","의류","1","7","세트제품문의","","Q","","이렇게 한벌이에요?","","","","한 벌","","한 벌/수량",""
"점원","네, 이 제품이 봄 되면 치마식으로 내리면 돼요","장미연_의류_29","B","의복의류점","의류","0","8","세트제품문의","","A","","","","","네, 이 제품이 봄 되면 치마식으로 내리면 돼요","제품,봄,치마","","봄/계절,치마/의류",""
"고객","허리는 38, 빅사이즈 제품 있나요?","장미연_의류_30","B","의복의류점","의류","1","1","빅사이즈제품문의","","Q","","허리는 38, 빅사이즈 제품 있나요?","","","","허리,38,빅사이즈,제품","38/38사이즈","허리/신체 부위,38 사이즈/사이즈,빅사이즈/사이즈",""
"점원","빅사이즈 제품은 없어요","장미연_의류_30","B","의복의류점","의류","0","2","빅사이즈제품문의","","A","","","","","빅사이즈 제품은 없어요","빅사이즈,제품","","빅사이즈/사이즈",""
"고객","이 동네에는 빅사이즈 전문점이 없어요?","장미연_의류_30","B","의복의류점","의류","1","3","빅사이즈제품문의","","Q","","이 동네에는 빅사이즈 전문점이 없어요?","","","","동네,빅사이즈,전문점","","빅사이즈/사이즈",""
"점원","네, 어르신용 빅사이즈는 없어요","장미연_의류_30","B","의복의류점","의류","0","4","빅사이즈제품문의","","A","","","","","네, 어르신용 빅사이즈는 없어요","어르신용,빅사이즈","어르신용/어른","어른/연령대,빅사이즈/사이즈",""
"고객","빅사이즈 옷 있어요?","장미연_의류_31","B","의복의류점","의류","1","1","빅사이즈제품문의","","Q","","빅사이즈 옷 있어요?","","","","빅사이즈,옷","","빅사이즈/사이즈",""
"점원","빅사이즈 옷, 여성용 아니면 남성용이요?","장미연_의류_31","B","의복의류점","의류","0","2","빅사이즈제품문의","착용대상문의","Q","","","빅사이즈 옷, 여성용 아니면 남성용이요?","","","빅사이즈,옷,여성용,남성용","여성용/여성,남성용/남성","빅사이즈/사이즈,여성/성별,남성/성별",""
"고객","여성용 빅사이즈 옷이요","장미연_의류_31","B","의복의류점","의류","1","3","빅사이즈제품문의","착용대상문의","A","","","","여성용 빅사이즈 옷이요","","여성용,빅사이즈,옷","여성용/여성","여성/성별,빅사이즈/사이즈",""
"점원","사이즈가 어떻게 되세요?","장미연_의류_31","B","의복의류점","의류","0","4","빅사이즈제품문의","사이즈문의","Q","","","사이즈가 어떻게 되세요?","","","사이즈,옷","","사이즈/사이즈",""
"고객","허리가 삼십 팔이에요","장미연_의류_31","B","의복의류점","의류","1","5","빅사이즈제품문의","사이즈문의","A","","","","허리가 삼십 팔이에요","","허리,삼십 팔","삼십 팔/삼십팔 사이즈","허리/신체 부위,삼십팔 사이즈/사이즈",""
"점원","그 사이즈는 남성용밖에 없는데 괜찮으신가요?","장미연_의류_31","B","의복의류점","의류","0","6","빅사이즈제품문의","선호제품문의","Q","","","그 사이즈는 남성용밖에 없는데 괜찮으신가요?","","","사이즈,남성용","남성용/남성","사이즈/사이즈,남성/성별",""
"고객","남녀공용 제품도 괜찮아요","장미연_의류_31","B","의복의류점","의류","1","7","빅사이즈제품문의","선호제품문의","A","","","","남녀공용 제품도 괜찮아요","","남녀공용,제품","남녀공용/남녀","남녀/성별",""
"점원","네","장미연_의류_31","B","의복의류점","의류","0","8","빅사이즈제품문의","","A","1","","","","네","","","",""
"고객","여자 옷으로는 큰 사이즈가 없죠?","장미연_의류_31","B","의복의류점","의류","1","9","빅사이즈제품문의","","Q","","여자 옷으로는 큰 사이즈가 없죠?","","","","여자,옷,사이즈","여자/여성","여성/성별,사이즈/사이즈",""
"점원","네","장미연_의류_31","B","의복의류점","의류","0","10","빅사이즈제품문의","","A","","","","","네","","","",""
"고객","요 와인색 옷은 얼마예요?","장미연_의류_31","B","의복의류점","의류","1","11","가격문의","","Q","","요 와인색 옷은 얼마예요?","","","","와인색,옷","","와인색/색",""
"점원","그 옷은 육만 구천 원이에요","장미연_의류_31","B","의복의류점","의류","0","12","가격문의","","A","","","","","그 옷은 육만 구천 원이에요","옷,육만 구천 원","","육만 구천 원/가격",""
"고객","그 가격은 세일 된 가격인가요?","장미연_의류_31","B","의복의류점","의류","1","13","할인여부문의","","Q","","그 가격은 세일 된 가격인가요?","","","","가격,세일,가격","","",""
"점원","예, 오십프로 세일 된 가격이에요","장미연_의류_31","B","의복의류점","의류","0","14","할인여부문의","","A","","","","","예, 오십프로 세일 된 가격이에요","오십 프로,세일,가격","","오십 프로/비율",""
"고객","여자 옷으로는 이쁘고 큰 사이즈가 없죠?","장미연_의류_31","B","의복의류점","의류","1","15","빅사이즈제품문의","","Q","","여자 옷으로는 이쁘고 큰 사이즈가 없죠?","","","","여자,옷,사이즈","여자/여성","여성/성별,사이즈/사이즈",""
"점원","바람막이 겸 큰 제품 있어요","장미연_의류_31","B","의복의류점","의류","0","16","빅사이즈제품문의","","A","","","","","바람막이 겸 큰 제품 있어요","바람막이,제품","","바람막이/소재",""
